13,17,2,12,-5,-23,7,-1,1,5
18,11,2,8,-2,-21,5,0,-6,5
7,7,11,3,-7,-20,0,1,-7,5
-4,7,20,13,-16,-16,3,4,-2,5
-22,3,19,38,-16,-1,1,9,11,5
-38,26,5,73,-23,20,-10,0,39,5
-43,43,0,79,-30,30,-17,16,46,5
-56,56,0,109,-8,43,-32,32,75,5
-57,75,-2,119,-59,14,-35,25,94,5
-58,81,2,125,-33,-9,-65,36,83,5
-63,77,5,81,-25,0,-67,46,82,5
-58,67,-2,42,-24,21,-54,37,71,5
-43,54,-8,31,-10,11,-30,29,52,5
-24,44,-9,14,0,0,-11,14,36,5
1,34,-9,1,7,-11,7,-2,11,5
9,24,-3,0,3,-16,4,-5,0,5
13,12,6,-2,3,-20,0,-8,-1,5
2,5,10,0,4,-22,0,-6,-3,5
0,11,12,5,-3,-18,3,0,-6,5
-7,15,13,25,-3,-12,0,1,0,5
-37,32,10,40,-10,0,-15,25,42,5
-34,50,5,70,-24,5,-10,8,41,5
-39,60,6,94,-38,6,-20,38,66,5
-48,69,4,114,-24,1,-71,44,57,5
-73,75,-5,119,-77,0,-72,44,81,5
-84,71,-7,100,-57,-11,-59,55,83,5
-76,64,-7,81,-37,-14,-64,33,79,5
-40,62,-15,49,-31,-15,-41,35,48,5
-15,59,-19,16,-6,-19,-23,24,32,5
-3,39,-10,2,5,-25,-15,16,21,5
1,23,-1,-4,12,-23,1,4,1,5
8,5,4,10,11,-14,1,-1,-5,5
2,0,7,11,10,-4,0,1,-8,5
-7,0,10,7,5,1,2,0,-7,5
-4,4,5,13,0,3,1,0,-7,5
0,11,0,19,-8,5,-1,0,-8,5
-29,31,-7,34,-18,1,-26,28,42,5
-39,50,-1,50,-15,3,-14,2,56,5
-38,43,10,98,-40,1,-18,26,44,5
-54,53,10,126,-37,1,-50,45,64,5
-70,61,5,123,-57,-4,-59,19,81,5
-88,60,0,106,-44,-3,-76,46,86,5
-81,68,-1,93,-26,-5,-60,44,75,5
-55,69,-4,60,-26,-1,-46,31,56,5
-29,64,-6,35,-16,-4,-30,23,40,5
-10,46,-4,11,-2,-13,-14,3,18,5
6,30,-1,8,1,-16,-4,-3,0,5
23,18,1,4,12,-7,-1,-2,-7,5
12,13,5,-1,10,-7,-3,-1,-8,5
-3,14,3,-4,3,-5,-1,1,-14,5
-5,9,3,6,1,-5,6,5,-14,5
-17,-8,2,26,-2,-7,4,11,-3,5
-35,-10,-1,73,-29,-8,-11,28,44,5
-53,71,15,100,-39,-8,10,38,91,5
-70,100,24,-118,-25,0,-82,70,89,5
-112,110,37,-96,-53,-7,-96,59,110,5
-126,48,30,-127,-36,-13,-108,60,84,5
-106,26,16,98,-37,-14,-57,50,63,5
-41,8,-5,55,-33,-15,-28,19,16,5
-8,17,-3,2,11,-26,2,7,2,5
44,31,-17,-7,12,-27,0,-2,-8,5
-2,8,14,-24,21,-20,-1,-9,-10,5
-25,2,10,-12,14,-12,-8,-5,-5,5
8,10,-8,0,13,-2,-2,-8,-5,5
13,22,-10,8,5,0,-11,-4,-1,5
-1,33,0,19,-3,-3,0,0,-11,5
-8,47,4,44,-16,-10,-7,9,3,5
-20,51,10,61,-24,-15,-20,1,41,5
-33,46,7,93,-30,3,-41,28,38,5
-60,59,1,115,-38,12,-71,58,55,5
-78,57,4,-116,-37,1,-60,11,85,5
-60,71,0,110,-31,-6,-48,45,64,5
-53,70,-3,80,-33,6,-49,22,63,5
-39,60,-4,101,-12,-17,-48,20,50,5
-26,48,0,51,-3,-16,-34,23,40,5
